NewID,Area,Veg_Com_No,Veg_Area,Per_Area,
4573,11903.04,4,11002.68,0.9244,
4573,11903.04,6,159.29,0.0134,
4573,11903.04,9,741.06,0.0623,
4574,11531.07,4,8548.21,0.7413,
4574,11531.07,6,2982.86,0.2587,
4575,15271.43,-1,15271.43,1,
4576,11199.48,4,7612.83,0.6797,
4576,11199.48,2,1816.75,0.1622,
4576,11199.48,6,1769.9,0.158,
4577,9805.38,4,591.47,0.0603,
4577,9805.38,2,567.95,0.0579,
4577,9805.38,6,8645.95,0.8818,
4578,10731.61,4,5878.88,0.5478,
4578,10731.61,2,4186.47,0.3901,
4578,10731.61,6,666.25,0.0621,
4579,16181.43,-1,16181.43,1,
4580,16871.76,-1,16871.76,1,
4581,17688.43,-1,17688.43,1,
4582,18677.19,-1,18677.19,1,
4583,10385.59,7,1029.85,0.0992,
4583,10385.59,1,540.07,0.052,
4583,10385.59,-1,8815.68,0.8488,
4584,19560.36,-1,19560.36,1,
4585,20608.49,-1,20608.49,1,
4586,17094.66,7,17094.66,1,
4587,13323.06,-1,13323.06,1,
4588,14613.63,-1,14613.63,1,
4589,13451.63,-1,13451.63,1,
4590,11926.46,-1,11926.46,1,
4591,11106.69,7,822.1,0.074,
4591,11106.69,1,704.25,0.0634,
4591,11106.69,-1,9580.34,0.8626,
4592,11146.92,-1,11146.92,1,
4593,10504.6,-1,10504.6,1,
4594,9530.17,-1,9530.17,1,
4595,7842.41,-1,7842.41,1,
4596,6641.22,-1,6641.22,1,
4597,2738.57,-1,2738.57,1,
4598,5310.43,-1,5310.43,1,
4599,5773.19,-1,5773.19,1,
4600,3673.52,-1,3673.52,1,
4601,4509.54,-1,4509.54,1,
4602,3199.35,-1,3199.35,1,
4603,3895.32,-1,3895.32,1,
4604,4699.9,-1,4699.9,1,
4605,33389.29,7,33389.29,1,
4606,5577.22,-1,5577.22,1,
4607,6494.73,-1,6494.73,1,
4608,15872.86,7,15872.86,1,
4609,7578.5,-1,7578.5,1,
4610,10170.55,-1,10170.55,1,
4611,5326.81,7,5326.81,1,
4612,4786.86,-1,4786.86,1,
4613,21739.52,7,218.82,0.0101,
4613,21739.52,1,1394.95,0.0642,
4613,21739.52,-1,20125.75,0.9258,
4614,7400.65,-1,7400.65,1,
4615,5563.3,7,5259.02,0.9453,
4615,5563.3,6,304.29,0.0547,
4616,10014.44,-1,10014.44,1,
4617,5799.8,7,996.89,0.1719,
4617,5799.8,6,4802.91,0.8281,
4618,6376.59,-1,6376.59,1,
4619,12510.74,-1,12510.74,1,
4620,6036.3,6,6036.3,1,
4621,14684.97,-1,14684.97,1,
4622,15523.68,7,15327.84,0.9874,
4622,15523.68,1,195.84,0.0126,
4623,9852.26,-1,9852.26,1,
4624,6272.79,2,411.04,0.0655,
4624,6272.79,6,5861.75,0.9345,
4625,16674.31,-1,16674.31,1,
4626,18662.71,-1,18662.71,1,
4627,6535.53,7,1052.01,0.161,
4627,6535.53,2,1890.47,0.2893,
4627,6535.53,6,3593.06,0.5498,
4628,27699.3,7,27699.3,1,
4629,6734.09,7,2526.78,0.3752,
4629,6734.09,4,1780.87,0.2645,
4629,6734.09,2,1695.18,0.2517,
4629,6734.09,6,731.26,0.1086,
4630,10819.6,-1,10819.6,1,
4631,13368.55,-1,13368.55,1,
4632,29851.76,1,116.69,0.0039,
4632,29851.76,-1,29735.07,0.9961,
4633,5066.46,7,5066.46,1,
4634,7074.41,4,6942.19,0.9813,
4634,7074.41,2,132.23,0.0187,
4635,7494.99,4,7494.95,1,
4635,7494.99,9,0.04,0,
4636,5060.17,7,4663.3,0.9216,
4636,5060.17,6,396.87,0.0784,
4637,17125.46,-1,17125.46,1,
4638,7915.12,4,3381.63,0.4272,
4638,7915.12,9,4533.49,0.5728,
4639,8335.25,4,2124.63,0.2549,
4639,8335.25,9,6210.62,0.7451,
4640,5053.89,7,1605.26,0.3176,
4640,5053.89,6,3448.63,0.6824,
4641,15442.45,-1,15442.45,1,
4642,14260.37,7,10642.67,0.7463,
4642,14260.37,1,2152.13,0.1509,
4642,14260.37,-1,1465.57,0.1028,
4643,8755.38,1,568.86,0.065,
4643,8755.38,4,7460.85,0.8521,
4643,8755.38,9,725.67,0.0829,
4644,21270.23,-1,21270.23,1,
4645,5047.6,7,61.66,0.0122,
4645,5047.6,6,4985.94,0.9878,
4646,9175.51,1,4072.21,0.4438,
4646,9175.51,4,5103.3,0.5562,
4647,25396.85,7,25396.85,1,
4648,9595.64,3,2400.98,0.2502,
4648,9595.64,7,60.61,0.0063,
4648,9595.64,1,4537.36,0.4729,
4648,9595.64,4,2596.68,0.2706,
4649,5041.31,7,69.75,0.0138,
4649,5041.31,2,1702.66,0.3377,
4649,5041.31,6,3268.91,0.6484,
4650,18177.86,-1,18177.86,1,
4651,10015.76,3,4099.87,0.4093,
4651,10015.76,7,3392.14,0.3387,
4651,10015.76,4,2523.76,0.252,
4652,25620.48,-1,25620.48,1,
4653,20027.29,-1,20027.29,1,
4654,5017.17,7,5017.17,1,
4655,5036.09,7,2238.59,0.4445,
4655,5036.09,2,2797.5,0.5555,
4656,10435.89,3,4509.23,0.4321,
4656,10435.89,7,4487.4,0.43,
4656,10435.89,4,1439.26,0.1379,
4657,10856.02,3,9823.85,0.9049,
4657,10856.02,7,516.35,0.0476,
4657,10856.02,4,515.82,0.0475,
4658,5094.16,3,2.41,0.0005,
4658,5094.16,7,4583.04,0.8997,
4658,5094.16,4,508.7,0.0999,
4659,29971.82,-1,29971.82,1,
4660,5125.02,7,5125.02,1,
4661,11276.15,3,6493.81,0.5759,
4661,11276.15,7,3386.01,0.3003,
4661,11276.15,1,1396.33,0.1238,
4662,5240.76,3,2087.5,0.3983,
4662,5240.76,7,459.08,0.0876,
4662,5240.76,4,2694.19,0.5141,
4663,11696.28,3,2.88,0.0002,
4663,11696.28,7,258.72,0.0221,
4663,11696.28,1,6127.88,0.5239,
4663,11696.28,-1,5306.81,0.4537,
4664,5232.87,7,5232.87,1,
4665,24482.74,-1,24482.74,1,
4666,12132.77,8,2106.18,0.1736,
4666,12132.77,-1,10026.6,0.8264,
4667,21654.65,-1,21654.65,1,
4668,41362.59,-1,41362.59,1,
4669,5387.37,3,1749.04,0.3247,
4669,5387.37,4,3638.3,0.6753,
4669,5387.37,9,0.04,0,
4670,5340.71,7,2847.27,0.5331,
4670,5340.71,6,2493.44,0.4669,
4671,63730.09,8,5910.88,0.0927,
4671,63730.09,-1,57819.21,0.9073,
4672,25615.24,7,25615.24,1,
4673,5533.98,1,6.58,0.0012,
4673,5533.98,4,2814.86,0.5087,
4673,5533.98,9,2712.54,0.4902,
4674,17890.96,-1,17890.96,1,
4675,5680.59,1,1300.6,0.229,
4675,5680.59,4,4138.59,0.7285,
4675,5680.59,9,241.4,0.0425,
4676,5448.56,7,1.45,0.0003,
4676,5448.56,2,428.65,0.0787,
4676,5448.56,6,5018.46,0.9211,
4677,71108,-1,71108,1,
4678,29017.35,-1,29017.35,1,
4679,5333.81,3,2222.14,0.4166,
4679,5333.81,7,3111.67,0.5834,
4680,5827.2,1,1759.02,0.3019,
4680,5827.2,4,4068.18,0.6981,
4681,5556.54,7,2729.2,0.4912,
4681,5556.54,2,2211.53,0.398,
4681,5556.54,6,615.81,0.1108,
4682,25131.44,-1,25131.44,1,
4683,78501.77,-1,78501.77,1,
4684,5424.99,3,1580.95,0.2914,
4684,5424.99,7,3844.04,0.7086,
4685,33449.13,7,12094.73,0.3616,
4685,33449.13,1,3736.16,0.1117,
4685,33449.13,-1,17618.23,0.5267,
4686,5973.81,1,5787.55,0.9688,
4686,5973.81,4,186.26,0.0312,
4687,5625.51,7,5625.51,1,
4688,85895.54,-1,85895.54,1,
4689,6120.42,3,557.3,0.0911,
4689,6120.42,1,1599.37,0.2613,
4689,6120.42,4,3963.75,0.6476,
4690,33776.3,-1,33776.3,1,
4691,19951.19,-1,19951.19,1,
4692,5516.18,7,4884.45,0.8855,
4692,5516.18,2,631.72,0.1145,
4693,5618.6,3,199.26,0.0355,
4693,5618.6,7,5419.34,0.9645,
4694,15931.97,-1,15931.97,1,
4695,6267.02,3,4915.82,0.7844,
4695,6267.02,4,1351.21,0.2156,
4696,93289.31,-1,93289.31,1,
4697,5594.7,3,2892.62,0.517,
4697,5594.7,7,2701.76,0.4829,
4697,5594.7,4,0.31,0.0001,
4698,5607.36,7,2738.89,0.4884,
4698,5607.36,2,2866.96,0.5113,
4698,5607.36,6,1.51,0.0003,
4699,6413.63,3,6413.63,1,
4700,28722.78,-1,28722.78,1,
4701,5570.8,3,3606.1,0.6473,
4701,5570.8,7,0.34,0.0001,
4701,5570.8,4,1818.37,0.3264,
4701,5570.8,9,146,0.0262,
4702,6560.24,3,6560.24,1,
4703,38589.56,-1,38589.56,1,
4704,5698.55,7,3075.98,0.5398,
4704,5698.55,2,212.58,0.0373,
4704,5698.55,6,2409.99,0.4229,
4705,5546.91,3,340.53,0.0614,
4705,5546.91,1,280.47,0.0506,
4705,5546.91,4,2050.55,0.3697,
4705,5546.91,9,2875.36,0.5184,
4706,6706.85,3,5175.69,0.7717,
4706,6706.85,7,42.55,0.0063,
4706,6706.85,1,1488.61,0.222,
4707,22011.42,-1,22011.42,1,
4708,5789.73,7,176.83,0.0305,
4708,5789.73,2,1074.77,0.1856,
4708,5789.73,6,4538.13,0.7838,
4709,5523.01,3,355.87,0.0644,
4709,5523.01,1,758.39,0.1373,
4709,5523.01,4,4407.03,0.7979,
4709,5523.01,9,1.73,0.0003,
4710,6853.46,1,2239.91,0.3268,
4710,6853.46,-1,4613.55,0.6732,
4711,13814.92,-1,13814.92,1,
4712,18649.03,-1,18649.03,1,
4713,5499.11,3,1435.69,0.2611,
4713,5499.11,1,2485.38,0.452,
4713,5499.11,4,1578.04,0.287,
4714,32449.78,-1,32449.78,1,
4715,7010.6,8,4005.17,0.5713,
4715,7010.6,-1,3005.43,0.4287,
4716,43402.82,-1,43402.82,1,
4717,5890.75,7,3053.84,0.5184,
4717,5890.75,2,2547.68,0.4325,
4717,5890.75,6,289.24,0.0491,
4718,5475.21,1,4685.97,0.8559,
4718,5475.21,4,789.25,0.1441,
4719,5977.43,7,5977.43,1,
4720,45499.43,3,102.96,0.0023,
4720,45499.43,7,45396.47,0.9977,
4721,24797.6,-1,24797.6,1,
4722,5451.32,3,872.29,0.16,
4722,5451.32,7,413.41,0.0758,
4722,5451.32,4,4165.62,0.7641,
4723,24457.57,-1,24457.57,1,
4724,6137.69,3,2662.5,0.4338,
4724,6137.69,7,3475.19,0.5662,
4725,5427.42,3,4769.6,0.8788,
4725,5427.42,7,199.17,0.0367,
4725,5427.42,4,458.64,0.0845,
4726,9399.71,3,4666.25,0.4964,
4726,9399.71,7,4733.45,0.5036,
4727,26553.08,-1,26553.08,1,
4728,36125.46,-1,36125.46,1,
4729,15493.68,-1,15493.68,1,
4730,6290.18,3,6290.18,1,
4731,5403.52,3,3175.58,0.5877,
4731,5403.52,7,2227.94,0.4123,
4732,21295.99,-1,21295.99,1,
4733,16183.85,-1,16183.85,1,
4734,9476.89,3,7243.06,0.7643,
4734,9476.89,7,2233.83,0.2357,
4735,48001.06,7,7412.36,0.1544,
4735,48001.06,1,4179.87,0.0871,
4735,48001.06,-1,36408.83,0.7585,
4736,5379.63,3,2075.33,0.3858,
4736,5379.63,7,3102.74,0.5768,
4736,5379.63,1,201.56,0.0375,
4737,6442.67,3,4936.95,0.7663,
4737,6442.67,9,1505.72,0.2337,
4738,28308.55,-1,28308.55,1,
4739,5355.73,3,65.04,0.0121,
4739,5355.73,7,152.39,0.0285,
4739,5355.73,1,2529.56,0.4723,
4739,5355.73,-1,2608.74,0.4871,
4740,9546.14,3,5217.3,0.5465,
4740,9546.14,7,4328.84,0.4535,
4741,6595.15,3,1193.46,0.181,
4741,6595.15,4,2823.78,0.4282,
4741,6595.15,9,2577.92,0.3909,
4742,27274.31,-1,27274.31,1,
4743,5378.21,8,2807.54,0.522,
4743,5378.21,-1,2570.67,0.478,
4744,30064.03,-1,30064.03,1,
4745,39742.6,-1,39742.6,1,
4746,9615.4,3,101.32,0.0105,
4746,9615.4,7,8287.38,0.8619,
4746,9615.4,2,1226.69,0.1276,
4747,6747.64,3,4602.37,0.6821,
4747,6747.64,1,1836.35,0.2721,
4747,6747.64,4,308.92,0.0458,
4748,23380.91,-1,23380.91,1,
4749,17232.99,-1,17232.99,1,
4750,6900.13,3,2904.1,0.4209,
4750,6900.13,1,1887.39,0.2735,
4750,6900.13,4,2108.64,0.3056,
4751,31819.51,-1,31819.51,1,
4752,9684.66,7,3660.77,0.378,
4752,9684.66,2,4332.6,0.4474,
4752,9684.66,6,1691.28,0.1746,
4753,17937.6,-1,17937.6,1,
4754,18018.32,-1,18018.32,1,
4755,15079.59,-1,15079.59,1,
4756,7052.62,7,1938.53,0.2749,
4756,7052.62,1,133.01,0.0189,
4756,7052.62,4,4981.07,0.7063,
4757,9753.91,7,4923.03,0.5047,
4757,9753.91,6,4830.89,0.4953,
4758,43359.74,-1,43359.74,1,
4759,30058.92,-1,30058.92,1,
4760,7205.1,3,2198.13,0.3051,
4760,7205.1,7,5006.97,0.6949,
4761,9823.51,7,2382.57,0.2425,
4761,9823.51,2,1412.06,0.1437,
4761,9823.51,6,6028.88,0.6137,
4762,17156.07,-1,17156.07,1,
4763,7357.59,3,4673.99,0.6353,
4763,7357.59,7,2683.6,0.3647,
4764,24812.36,-1,24812.36,1,
4765,9957.01,7,5936.79,0.5962,
4765,9957.01,2,4020.22,0.4038,
4766,19076.73,-1,19076.73,1,
4767,7510.08,3,4336.74,0.5775,
4767,7510.08,7,3173.34,0.4225,
4768,51140.89,7,51140.89,1,
4769,19450.51,-1,19450.51,1,
4770,15074.17,-1,15074.17,1,
4771,10174.64,3,2579.48,0.2535,
4771,10174.64,7,7595.16,0.7465,
4772,19232.55,-1,19232.55,1,
4773,20154.91,-1,20154.91,1,
4774,7662.57,3,3507.03,0.4577,
4774,7662.57,7,385.06,0.0503,
4774,7662.57,1,3086.12,0.4028,
4774,7662.57,-1,684.36,0.0893,
4775,32843.52,-1,32843.52,1,
4776,9729.95,3,846.84,0.087,
4776,9729.95,7,8883.11,0.913,
4777,7812.14,8,2380.8,0.3048,
4777,7812.14,1,419.06,0.0536,
4777,7812.14,-1,5012.28,0.6416,
4778,10409.32,3,7912.95,0.7602,
4778,10409.32,7,9.4,0.0009,
4778,10409.32,1,2486.97,0.2389,
4779,10004.94,3,8316.32,0.8312,
4779,10004.94,7,1688.61,0.1688,
4780,48713.1,7,545.8,0.0112,
4780,48713.1,1,2568.71,0.0527,
4780,48713.1,-1,45598.58,0.9361,
4781,26096.5,-1,26096.5,1,
4782,21309.03,-1,21309.03,1,
4783,10644.01,3,7683.17,0.7218,
4783,10644.01,1,1192.96,0.1121,
4783,10644.01,9,1767.88,0.1661,
4784,20962.56,-1,20962.56,1,
4785,10286.75,3,10286.75,1,
4786,18340.66,8,1168.28,0.0637,
4786,18340.66,-1,17172.38,0.9363,
4787,20963.42,-1,20963.42,1,
4788,10878.69,3,734.41,0.0675,
4788,10878.69,1,228.25,0.021,
4788,10878.69,4,5124.26,0.471,
4788,10878.69,9,4791.77,0.4405,
4789,35628.12,-1,35628.12,1,
4790,17740.66,-1,17740.66,1,
4791,16638.12,-1,16638.12,1,
4792,23385.51,-1,23385.51,1,
4793,22496.71,-1,22496.71,1,
4794,10568.56,3,8028.69,0.7597,
4794,10568.56,7,2539.88,0.2403,
4795,11113.37,1,7791.24,0.7011,
4795,11113.37,4,3322.13,0.2989,
4796,18885.13,-1,18885.13,1,
4797,27380.64,-1,27380.64,1,
4798,10850.38,3,1833.55,0.169,
4798,10850.38,7,8809.39,0.8119,
4798,10850.38,2,48.7,0.0045,
4798,10850.38,6,158.74,0.0146,
4799,11348.05,3,4168.48,0.3673,
4799,11348.05,1,3360.77,0.2962,
4799,11348.05,4,3818.8,0.3365,
4800,22848.38,-1,22848.38,1,
4801,11582.73,3,732.85,0.0633,
4801,11582.73,7,122.46,0.0106,
4801,11582.73,4,8048.3,0.6949,
4801,11582.73,6,2679.12,0.2313,
4802,11132.19,7,4948.81,0.4445,
4802,11132.19,6,6183.39,0.5555,
4803,22476.32,-1,22476.32,1,
4804,19429.74,-1,19429.74,1,
4805,11817.42,3,7118.87,0.6024,
4805,11817.42,7,2207.76,0.1868,
4805,11817.42,4,1197.65,0.1013,
4805,11817.42,6,1293.13,0.1094,
4806,11413.73,7,3375.05,0.2957,
4806,11413.73,1,728.83,0.0639,
4806,11413.73,2,4514.26,0.3955,
4806,11413.73,6,2795.6,0.2449,
4807,18385.26,-1,18385.26,1,
4808,18202.06,-1,18202.06,1,
4809,17806.61,-1,17806.61,1,
4810,24838.5,-1,24838.5,1,
4811,37232.25,-1,37232.25,1,
4812,28664.78,-1,28664.78,1,
4813,12052.1,3,7677.1,0.637,
4813,12052.1,7,4375,0.363,
4814,54947.38,7,52274.32,0.9514,
4814,54947.38,1,2663.67,0.0485,
4814,54947.38,-1,9.39,0.0002,
4815,11697.14,3,3140.96,0.2685,
4815,11697.14,7,1955.04,0.1671,
4815,11697.14,1,4169.02,0.3564,
4815,11697.14,2,2432.13,0.2079,
4816,19974.35,-1,19974.35,1,
4817,24734.21,-1,24734.21,1,
4818,12286.78,3,5833.73,0.4748,
4818,12286.78,7,6453.05,0.5252,
4819,9721.72,3,229.62,0.0236,
4819,9721.72,7,9492.1,0.9764,
4820,11983.52,3,7130.88,0.5951,
4820,11983.52,7,787.42,0.0657,
4820,11983.52,1,3824.16,0.3191,
4820,11983.52,6,241.06,0.0201,
4821,23989.23,-1,23989.23,1,
4822,12521.46,3,11053.39,0.8828,
4822,12521.46,7,481.13,0.0384,
4822,12521.46,1,986.94,0.0788,
4823,20518.97,-1,20518.97,1,
4824,9805.53,3,4998.03,0.5097,
4824,9805.53,7,4089.96,0.4171,
4824,9805.53,2,717.54,0.0732,
4825,12274.45,3,5645.82,0.46,
4825,12274.45,1,5965.64,0.486,
4825,12274.45,9,662.99,0.054,
4826,12756.14,3,194.33,0.0152,
4826,12756.14,1,2695.34,0.2113,
4826,12756.14,-1,9866.48,0.7735,
4827,27180.3,-1,27180.3,1,
4828,19766.01,-1,19766.01,1,
4829,17881.69,-1,17881.69,1,
4830,19029.86,-1,19029.86,1,
4831,28771.68,-1,28771.68,1,
4832,9888.57,3,5283.15,0.5343,
4832,9888.57,2,4605.42,0.4657,
4833,12565.38,3,3530.09,0.2809,
4833,12565.38,4,578.7,0.0461,
4833,12565.38,9,8456.59,0.673,
4834,20932.17,-1,20932.17,1,
4835,26760.79,-1,26760.79,1,
4836,9971.61,3,2961.56,0.297,
4836,9971.61,7,711.7,0.0714,
4836,9971.61,2,6298.34,0.6316,
4837,25502.14,-1,25502.14,1,
4838,12856.31,3,437,0.034,
4838,12856.31,1,2675.71,0.2081,
4838,12856.31,4,7769.82,0.6044,
4838,12856.31,9,1973.78,0.1535,
4839,27857.81,8,4197.58,0.1507,
4839,27857.81,-1,23660.23,0.8493,
4840,10054.64,3,1944.45,0.1934,
4840,10054.64,7,2543.41,0.253,
4840,10054.64,2,5566.78,0.5537,
4841,13147.24,3,4180.67,0.318,
4841,13147.24,1,3139.06,0.2388,
4841,13147.24,4,5827.51,0.4432,
4842,40592.2,7,34206.28,0.8427,
4842,40592.2,1,4323.41,0.1065,
4842,40592.2,-1,2062.51,0.0508,
4843,10137.68,3,2610.1,0.2575,
4843,10137.68,7,6768.98,0.6677,
4843,10137.68,2,758.6,0.0748,
4844,30010.85,-1,30010.85,1,
4845,17956.76,-1,17956.76,1,
4846,21329.95,-1,21329.95,1,
4847,19674.46,-1,19674.46,1,
4848,13438.17,3,6414.15,0.4773,
4848,13438.17,1,7.48,0.0006,
4848,13438.17,4,7016.53,0.5221,
4849,27378.03,-1,27378.03,1,
4850,29403.33,-1,29403.33,1,
4851,20623.91,-1,20623.91,1,
4852,16206.44,-1,16206.44,1,
4853,6743.7,3,23.45,0.0035,
4853,6743.7,7,6718.46,0.9963,
4853,6743.7,2,1.8,0.0003,
4854,10220.72,3,3687.07,0.3607,
4854,10220.72,7,4753.14,0.465,
4854,10220.72,1,1780.51,0.1742,
4855,13729.09,3,10536.37,0.7674,
4855,13729.09,4,2048.61,0.1492,
4855,13729.09,6,1144.11,0.0833,
4856,6843.61,3,35.51,0.0052,
4856,6843.61,7,1157.82,0.1692,
4856,6843.61,2,5650.28,0.8256,
4857,10298.92,3,2535.16,0.2462,
4857,10298.92,7,5.88,0.0006,
4857,10298.92,1,4769.24,0.4631,
4857,10298.92,4,118.58,0.0115,
4857,10298.92,9,2870.06,0.2787,
4858,29391.87,-1,29391.87,1,
4859,14020.02,3,13768.51,0.9821,
4859,14020.02,6,251.51,0.0179,
4860,30961.2,-1,30961.2,1,
4861,6943.38,2,6943.38,1,
4862,28808.56,7,20088.26,0.6973,
4862,28808.56,1,3704.53,0.1286,
4862,28808.56,-1,5015.76,0.1741,
4863,10397.56,3,2045.48,0.1967,
4863,10397.56,1,713.34,0.0686,
4863,10397.56,4,2829.11,0.2721,
4863,10397.56,6,2007.8,0.1931,
4863,10397.56,9,2801.84,0.2695,
4864,14310.95,3,14310.95,1,
4865,18031.84,-1,18031.84,1,
4866,33583.22,-1,33583.22,1,
4867,22530.64,-1,22530.64,1,
4868,7043.15,3,1117.76,0.1587,
4868,7043.15,2,5925.39,0.8413,
4869,20326.27,-1,20326.27,1,
4870,4111.74,7,4111.74,1,
4871,10516.16,3,5496.67,0.5227,
4871,10516.16,1,5.17,0.0005,
4871,10516.16,4,1756.34,0.167,
4871,10516.16,6,576.18,0.0548,
4871,10516.16,9,2681.8,0.255,
4872,20315.65,-1,20315.65,1,
4873,16539.43,-1,16539.43,1,
4874,16237.07,-1,16237.07,1,
4875,32519.06,-1,32519.06,1,
4876,14601.88,3,14601.88,1,
4877,7142.91,3,5593.05,0.783,
4877,7142.91,2,1549.86,0.217,
4878,4232.96,7,2963.21,0.7,
4878,4232.96,2,1269.75,0.3,
4879,10635.93,3,1864.67,0.1753,
4879,10635.93,4,8010.66,0.7532,
4879,10635.93,9,760.6,0.0715,
4880,7242.68,3,7242.68,1,
4881,14892.81,3,11416.55,0.7666,
4881,14892.81,1,2916.53,0.1958,
4881,14892.81,-1,559.73,0.0376,
4882,4354.18,3,147.73,0.0339,
4882,4354.18,7,2258.9,0.5188,
4882,4354.18,2,1947.56,0.4473,
4883,10755.71,3,3780.6,0.3515,
4883,10755.71,4,6975.11,0.6485,
4884,35325.48,-1,35325.48,1,
4885,31114.74,7,17378.97,0.5585,
4885,31114.74,1,4228.26,0.1359,
4885,31114.74,-1,9507.52,0.3056,
4886,7342.45,3,7325.88,0.9977,
4886,7342.45,9,16.57,0.0023,
4887,34076.92,-1,34076.92,1,
4888,15193.76,3,281.1,0.0185,
4888,15193.76,8,194.46,0.0128,
4888,15193.76,1,1787.45,0.1176,
4888,15193.76,-1,12930.75,0.8511,
4889,4475.39,3,4070.34,0.9095,
4889,4475.39,7,315.31,0.0705,
4889,4475.39,2,89.74,0.0201,
4890,10875.49,3,10659.39,0.9801,
4890,10875.49,4,216.1,0.0199,
4891,18121.76,-1,18121.76,1,
4892,23037.6,-1,23037.6,1,
4893,35913.53,-1,35913.53,1,
4894,21000.78,-1,21000.78,1,
4895,14227.58,-1,14227.58,1,
4896,15971.41,-1,15971.41,1,
4897,4809.69,3,522.97,0.1087,
4897,4809.69,7,4286.72,0.8913,
4898,7442.22,3,1912.11,0.2569,
4898,7442.22,4,15.66,0.0021,
4898,7442.22,9,5514.45,0.741,
4899,20007.39,-1,20007.39,1,
4900,16872.43,-1,16872.43,1,
4901,4596.61,3,4596.61,1,
4902,10995.26,3,10995.26,1,
4903,4809.4,3,2766.41,0.5752,
4903,4809.4,7,2043,0.4248,
4904,7546.21,3,3384.85,0.4485,
4904,7546.21,4,3246.31,0.4302,
4904,7546.21,9,915.05,0.1213,
4905,29399.14,8,4442.07,0.1511,
4905,29399.14,-1,24957.07,0.8489,
4906,4717.83,3,4717.83,1,
4907,11115.04,3,11115.04,1,
4908,4809.12,3,2645.6,0.5501,
4908,4809.12,7,2163.52,0.4499,
4909,7714.32,3,4552.79,0.5902,
4909,7714.32,4,3161.53,0.4098,
4910,10814.97,-1,10814.97,1,
4911,4839.04,3,4839.04,1,
4912,34369.99,3,483.59,0.0141,
4912,34369.99,7,14667.88,0.4268,
4912,34369.99,1,618.77,0.018,
4912,34369.99,-1,18599.75,0.5412,
4913,11234.81,3,10552.64,0.9393,
4913,11234.81,7,682.17,0.0607,
4914,4808.83,3,2363.43,0.4915,
4914,4808.83,7,2445.4,0.5085,
4915,30263.28,-1,30263.28,1,
4916,7922.82,3,152.15,0.0192,
4916,7922.82,4,7770.68,0.9808,
4917,23219.51,-1,23219.51,1,
4918,15705.76,-1,15705.76,1,
4919,18495.62,-1,18495.62,1,
4920,15524.27,-1,15524.27,1,
4921,21689.76,-1,21689.76,1,
4922,35610.53,-1,35610.53,1,
4923,4960.26,3,2529.96,0.51,
4923,4960.26,9,2430.3,0.49,
4924,19710.41,-1,19710.41,1,
4925,4492.76,3,2537.78,0.5649,
4925,4492.76,7,1954.98,0.4351,
4926,17205.42,-1,17205.42,1,
4927,11354.59,3,6904.47,0.6081,
4927,11354.59,7,2974.45,0.262,
4927,11354.59,1,775.28,0.0683,
4927,11354.59,-1,700.39,0.0617,
4928,4808.54,3,4754.76,0.9888,
4928,4808.54,7,53.78,0.0112,
4929,8131.33,3,1182.95,0.1455,
4929,8131.33,4,6948.38,0.8545,
4930,4404.91,3,1833.85,0.4163,
4930,4404.91,7,2571.06,0.5837,
4931,5081.86,3,553.87,0.109,
4931,5081.86,4,2440.89,0.4803,
4931,5081.86,9,2087.1,0.4107,
4932,11474.37,3,2741.4,0.2389,
4932,11474.37,1,2934.11,0.2557,
4932,11474.37,-1,5798.86,0.5054,
4933,4808.25,3,4808.25,1,
4934,31107.35,-1,31107.35,1,
4935,12112.4,-1,12112.4,1,
4936,4317.06,3,1787.93,0.4142,
4936,4317.06,7,2529.13,0.5858,
4937,8339.84,3,6821.6,0.818,
4937,8339.84,4,1518.24,0.182,
4938,5284.76,3,2104.4,0.3982,
4938,5284.76,4,3174.79,0.6007,
4938,5284.76,9,5.56,0.0011,
4939,11594.14,3,15,0.0013,
4939,11594.14,1,1191.33,0.1028,
4939,11594.14,-1,10387.81,0.896,
4940,11612.64,-1,11612.64,1,
4941,4807.96,3,4807.96,1,
4942,4229.21,3,2276.65,0.5383,
4942,4229.21,7,1952.56,0.4617,
4943,8548.35,3,8548.35,1,
4944,15507.48,-1,15507.48,1,
4945,5381.95,7,258.35,0.048,
4945,5381.95,4,5123.6,0.952,
4946,11732.24,8,1142.57,0.0974,
4946,11732.24,-1,10589.67,0.9026,
4947,23401.42,-1,23401.42,1,
4948,17395.03,-1,17395.03,1,
4949,16820.97,-1,16820.97,1,
4950,19150.47,-1,19150.47,1,
4951,19145.47,-1,19145.47,1,
4952,4807.68,3,4786.16,0.9955,
4952,4807.68,9,21.52,0.0045,
4953,22378.74,-1,22378.74,1,
4954,31951.42,-1,31951.42,1,
4955,34557.1,3,1453.82,0.0421,
4955,34557.1,7,9692.52,0.2805,
4955,34557.1,-1,23410.77,0.6775,
4956,4141.36,3,3931.6,0.9494,
4956,4141.36,7,209.76,0.0506,
4957,8756.86,3,8756.86,1,
4958,5479.99,3,1866.8,0.3407,
4958,5479.99,4,3613.19,0.6593,
4959,5837.91,3,4901.28,0.8396,
4959,5837.91,7,936.64,0.1604,
4960,11586.65,-1,11586.65,1,
4961,4807.39,3,1954.5,0.4066,
4961,4807.39,4,15.86,0.0033,
4961,4807.39,9,2837.02,0.5901,
